winner,loser,winner_wins,loser_wins,total_games,win_percentage,lose_percentage
link,byleth,2049,1801,3850,53.22,46.78
robin,wolf,1983,1743,3726,53.22,46.78
piranhaplant,byleth,1232,1083,2315,53.22,46.78
drmario,sephiroth,604,531,1135,53.22,46.78
sonic,wario,1225,1077,2302,53.21,46.79
captainfalcon,joker,5477,4816,10293,53.21,46.79
mario,captainfalcon,3449,3033,6482,53.21,46.79
donkeykong,link,2547,2240,4787,53.21,46.79
sephiroth,rosalina,473,416,889,53.21,46.79
pit,zelda,490,431,921,53.20,46.80
wario,hero,947,833,1780,53.20,46.80
littlemac,yoshi,2411,2121,4532,53.20,46.80
terry,diddykong,2145,1887,4032,53.20,46.80
robin,yoshi,1772,1559,3331,53.20,46.80
minmin,metaknight,766,674,1440,53.19,46.81
bayonetta,shulk,891,784,1675,53.19,46.81
ken,littlemac,817,719,1536,53.19,46.81
pacman,yoshi,2760,2429,5189,53.19,46.81
bowser,terry,4421,3891,8312,53.19,46.81
robin,link,1285,1131,2416,53.19,46.81
lucas,pyra,1911,1682,3593,53.19,46.81
ike,pit,568,500,1068,53.18,46.82
wiifittrainer,mario,1873,1649,3522,53.18,46.82
donkeykong,banjokazooie,1841,1621,3462,53.18,46.82
donkeykong,pikachu,2043,1799,3842,53.18,46.82
littlemac,mario,2020,1779,3799,53.17,46.83
snake,palutena,5919,5213,11132,53.17,46.83
mrgameandwatch,wolf,3195,2814,6009,53.17,46.83
simon,banjokazooie,260,229,489,53.17,46.83
ness,corrin,1865,1643,3508,53.16,46.84
ike,miigunner,489,431,920,53.15,46.85
rosalina,kirby,430,379,809,53.15,46.85
greninja,darkpit,700,617,1317,53.15,46.85
samus,inkling,2372,2091,4463,53.15,46.85
olimar,mrgameandwatch,650,573,1223,53.15,46.85
duckhunt,corrin,380,335,715,53.15,46.85
terry,megaman,1174,1035,2209,53.15,46.85
minmin,yoshi,2360,2081,4441,53.14,46.86
sonic,pokemontrainer,2944,2596,5540,53.14,46.86
bowser,chrom,1608,1418,3026,53.14,46.86
yoshi,falco,3149,2777,5926,53.14,46.86
ryu,drmario,288,254,542,53.14,46.86
pokemontrainer,corrin,1458,1286,2744,53.13,46.87
terry,pyra,3946,3481,7427,53.13,46.87
kingkrool,rosalina,611,539,1150,53.13,46.87
wiifittrainer,wario,1053,929,1982,53.13,46.87
rob,ike,2907,2565,5472,53.13,46.88
samus,pacman,2033,1794,3827,53.12,46.88
rosalina,pyra,792,699,1491,53.12,46.88
fox,zerosuitsamus,1637,1445,3082,53.11,46.89
peach,younglink,759,670,1429,53.11,46.89
pacman,link,2109,1862,3971,53.11,46.89
kingdedede,terry,3015,2662,5677,53.11,46.89
donkeykong,wario,1447,1278,2725,53.10,46.90
diddykong,yoshi,2305,2036,4341,53.10,46.90
drmario,zerosuitsamus,677,598,1275,53.10,46.90
drmario,duckhunt,455,402,857,53.09,46.91
duckhunt,bowserjr,473,418,891,53.09,46.91
jigglypuff,roy,1885,1666,3551,53.08,46.92
terry,peach,1180,1043,2223,53.08,46.92
mario,pikachu,2741,2423,5164,53.08,46.92
littlemac,cloud,3253,2876,6129,53.08,46.92
ike,megaman,777,687,1464,53.07,46.93
kingkrool,lucario,684,605,1289,53.06,46.94
terry,chrom,1187,1050,2237,53.06,46.94
kingdedede,donkeykong,3079,2724,5803,53.06,46.94
wiifittrainer,cloud,2681,2372,5053,53.06,46.94
isabelle,fox,825,730,1555,53.05,46.95
pit,rosalina,148,131,279,53.05,46.95
shulk,darkpit,357,316,673,53.05,46.95
bowser,sephiroth,2534,2243,4777,53.05,46.95
samus,daisy,331,293,624,53.04,46.96
bowserjr,mewtwo,575,509,1084,53.04,46.96
miiswordfighter,kingdedede,758,671,1429,53.04,46.96
kingkrool,zerosuitsamus,1814,1606,3420,53.04,46.96
rob,wario,2166,1918,4084,53.04,46.96
palutena,donkeykong,3900,3454,7354,53.03,46.97
zelda,marth,770,682,1452,53.03,46.97
zelda,mario,2010,1781,3791,53.02,46.98
rob,zelda,3066,2717,5783,53.02,46.98
ryu,bowserjr,413,366,779,53.02,46.98
simon,wolf,589,522,1111,53.02,46.98
darksamus,captainfalcon,880,780,1660,53.01,46.99
drmario,darksamus,352,312,664,53.01,46.99
falco,mewtwo,933,827,1760,53.01,46.99
donkeykong,ike,2227,1974,4201,53.01,46.99
darksamus,toonlink,449,398,847,53.01,46.99
olimar,ganondorf,361,320,681,53.01,46.99
isabelle,ridley,678,601,1279,53.01,46.99
snake,yoshi,4415,3914,8329,53.01,46.99
simon,ridley,194,172,366,53.01,46.99
daisy,ridley,256,227,483,53.00,47.00
captainfalcon,sephiroth,2174,1928,4102,53.00,47.00
peach,corrin,566,502,1068,53.00,47.00
iceclimbers,yoshi,1097,973,2070,53.00,47.00
pikachu,zerosuitsamus,1513,1342,2855,52.99,47.01
ness,chrom,1584,1405,2989,52.99,47.01
drmario,chrom,416,369,785,52.99,47.01
robin,lucario,425,377,802,52.99,47.01
olimar,greninja,434,385,819,52.99,47.01
pyra,marth,1082,960,2042,52.99,47.01
steve,palutena,4577,4061,8638,52.99,47.01
zelda,ridley,1076,955,2031,52.98,47.02
sonic,piranhaplant,1397,1240,2637,52.98,47.02
joker,marth,1719,1526,3245,52.97,47.03
shulk,byleth,931,827,1758,52.96,47.04
shulk,link,1119,994,2113,52.96,47.04
link,marth,923,820,1743,52.95,47.05
donkeykong,inkling,2780,2470,5250,52.95,47.05
inkling,metaknight,843,749,1592,52.95,47.05
wiifittrainer,shulk,718,638,1356,52.95,47.05
kazuya,miiswordfighter,557,495,1052,52.95,47.05
drmario,daisy,171,152,323,52.94,47.06
rosalina,mewtwo,307,273,580,52.93,47.07
bowser,daisy,605,538,1143,52.93,47.07
banjokazooie,ness,2881,2562,5443,52.93,47.07
minmin,simon,280,249,529,52.93,47.07
olimar,samus,524,466,990,52.93,47.07
sonic,rosalina,750,667,1417,52.93,47.07
mario,younglink,2037,1812,3849,52.92,47.08
ryu,ness,1177,1047,2224,52.92,47.08
steve,rob,5001,4449,9450,52.92,47.08
minmin,bowserjr,1051,935,1986,52.92,47.08
zelda,pyra,2177,1937,4114,52.92,47.08
sonic,mario,2704,2406,5110,52.92,47.08
samus,shulk,1080,961,2041,52.92,47.08
shulk,pit,309,275,584,52.91,47.09
miibrawler,lucas,746,664,1410,52.91,47.09
donkeykong,daisy,483,430,913,52.90,47.10
hero,mewtwo,802,714,1516,52.90,47.10
olimar,mario,602,536,1138,52.90,47.10
pichu,darkpit,374,333,707,52.90,47.10
drmario,hero,803,715,1518,52.90,47.10
miibrawler,mario,1296,1154,2450,52.90,47.10
snake,miibrawler,1397,1244,2641,52.90,47.10
bowserjr,sora,895,797,1692,52.90,47.10
miibrawler,donkeykong,1280,1140,2420,52.89,47.11
samus,ryu,741,660,1401,52.89,47.11
bayonetta,olimar,366,326,692,52.89,47.11
toonlink,wario,650,579,1229,52.89,47.11
ken,pichu,403,359,762,52.89,47.11
cloud,olimar,862,768,1630,52.88,47.12
miigunner,shulk,266,237,503,52.88,47.12
toonlink,daisy,184,164,348,52.87,47.13
mrgameandwatch,metaknight,911,812,1723,52.87,47.13
pyra,corrin,1638,1460,3098,52.87,47.13
yoshi,fox,2412,2150,4562,52.87,47.13
samus,pit,691,616,1307,52.87,47.13
snake,peach,1502,1339,2841,52.87,47.13
sheik,marth,332,296,628,52.87,47.13
luigi,ridley,1596,1423,3019,52.87,47.13
shulk,littlemac,905,807,1712,52.86,47.14
terry,miiswordfighter,813,725,1538,52.86,47.14
cloud,sheik,1202,1072,2274,52.86,47.14
ike,yoshi,2472,2205,4677,52.85,47.15
diddykong,piranhaplant,926,826,1752,52.85,47.15
ike,falco,1668,1488,3156,52.85,47.15
kingdedede,fox,1557,1389,2946,52.85,47.15
donkeykong,littlemac,2877,2567,5444,52.85,47.15
zelda,toonlink,1049,936,1985,52.85,47.15
peach,sephiroth,743,663,1406,52.84,47.16
bayonetta,terry,2164,1931,4095,52.84,47.16
miigunner,palutena,1059,945,2004,52.84,47.16
kingdedede,metaknight,827,738,1565,52.84,47.16
minmin,duckhunt,986,880,1866,52.84,47.16
captainfalcon,pit,996,889,1885,52.84,47.16
mario,wario,1696,1514,3210,52.83,47.17
pyra,younglink,2016,1800,3816,52.83,47.17
lucas,littlemac,1402,1252,2654,52.83,47.17
kazuya,ike,1497,1337,2834,52.82,47.18
mrgameandwatch,greninja,1863,1664,3527,52.82,47.18
pacman,ken,1058,945,2003,52.82,47.18
miibrawler,pikachu,1031,921,1952,52.82,47.18
megaman,bowserjr,545,487,1032,52.81,47.19
simon,ryu,94,84,178,52.81,47.19
pikachu,pichu,1026,917,1943,52.80,47.20
lucario,bayonetta,631,564,1195,52.80,47.20
falco,pyra,3344,2989,6333,52.80,47.20
pokemontrainer,incineroar,2736,2446,5182,52.80,47.20
bowser,jigglypuff,3661,3273,6934,52.80,47.20
ike,diddykong,1297,1160,2457,52.79,47.21
kirby,sheik,445,398,843,52.79,47.21
pikachu,kirby,1459,1305,2764,52.79,47.21
samus,sephiroth,1783,1595,3378,52.78,47.22
robin,mario,1680,1503,3183,52.78,47.22
link,isabelle,1168,1045,2213,52.78,47.22
richter,shulk,342,306,648,52.78,47.22
miiswordfighter,donkeykong,743,665,1408,52.77,47.23
rob,minmin,3421,3062,6483,52.77,47.23
miigunner,littlemac,630,564,1194,52.76,47.24
villager,younglink,631,565,1196,52.76,47.24
mario,kirby,1809,1620,3429,52.76,47.24
yoshi,wario,1943,1740,3683,52.76,47.24
iceclimbers,ness,1168,1046,2214,52.76,47.24
diddykong,shulk,766,686,1452,52.75,47.25
minmin,richter,728,652,1380,52.75,47.25
miiswordfighter,inkling,749,671,1420,52.75,47.25
iceclimbers,link,749,671,1420,52.75,47.25
mrgameandwatch,captainfalcon,2308,2068,4376,52.74,47.26
villager,fox,577,517,1094,52.74,47.26
pacman,wario,1232,1104,2336,52.74,47.26
cloud,sora,2994,2683,5677,52.74,47.26
bowser,link,3833,3435,7268,52.74,47.26
cloud,marth,1449,1299,2748,52.73,47.27
snake,samus,3260,2923,6183,52.73,47.27
kingkrool,ridley,1558,1397,2955,52.72,47.28
terry,shulk,1346,1207,2553,52.72,47.28
sonic,pikachu,2706,2427,5133,52.72,47.28
kingdedede,olimar,388,348,736,52.72,47.28
miibrawler,banjokazooie,786,705,1491,52.72,47.28
wiifittrainer,littlemac,1213,1088,2301,52.72,47.28
samus,hero,1970,1767,3737,52.72,47.28
kingdedede,toonlink,1050,942,1992,52.71,47.29
diddykong,wolf,2713,2434,5147,52.71,47.29
link,toonlink,1226,1100,2326,52.71,47.29
samus,mewtwo,1061,952,2013,52.71,47.29
sora,olimar,341,306,647,52.70,47.30
darksamus,miibrawler,400,359,759,52.70,47.30
robin,zerosuitsamus,957,859,1816,52.70,47.30
megaman,pikachu,1084,973,2057,52.70,47.30
isabelle,miibrawler,577,518,1095,52.69,47.31
yoshi,inkling,3332,2992,6324,52.69,47.31
diddykong,lucario,637,572,1209,52.69,47.31
steve,ike,2186,1963,4149,52.69,47.31
sheik,mewtwo,304,273,577,52.69,47.31
simon,robin,206,185,391,52.69,47.31
diddykong,megaman,618,555,1173,52.69,47.31
mewtwo,corrin,520,467,987,52.68,47.32
simon,zelda,314,282,596,52.68,47.32
zelda,captainfalcon,2317,2081,4398,52.68,47.32
wolf,mewtwo,1210,1087,2297,52.68,47.32
olimar,lucas,384,345,729,52.67,47.33
robin,steve,1833,1647,3480,52.67,47.33
miiswordfighter,megaman,345,310,655,52.67,47.33
cloud,daisy,700,629,1329,52.67,47.33
richter,miiswordfighter,257,231,488,52.66,47.34
ridley,bowser,2367,2128,4495,52.66,47.34
ike,wario,1012,910,1922,52.65,47.35
sonic,lucas,1776,1597,3373,52.65,47.35
ike,samus,1629,1465,3094,52.65,47.35
banjokazooie,diddykong,1125,1012,2137,52.64,47.36
miigunner,darksamus,259,233,492,52.64,47.36
zerosuitsamus,zelda,1486,1337,2823,52.64,47.36
rob,peach,1478,1330,2808,52.64,47.36
cloud,villager,1129,1016,2145,52.63,47.37
ike,roy,1979,1781,3760,52.63,47.37
robin,pichu,440,396,836,52.63,47.37
megaman,mario,1230,1107,2337,52.63,47.37
jigglypuff,darkpit,800,720,1520,52.63,47.37
duckhunt,diddykong,491,442,933,52.63,47.37
littlemac,iceclimbers,626,564,1190,52.61,47.39
banjokazooie,mrgameandwatch,1707,1538,3245,52.60,47.40
byleth,marth,899,810,1709,52.60,47.40
snake,megaman,1566,1411,2977,52.60,47.40
ridley,sephiroth,1113,1003,2116,52.60,47.40
piranhaplant,joker,2378,2143,4521,52.60,47.40
pokemontrainer,pit,759,684,1443,52.60,47.40
joker,pyra,5599,5046,10645,52.60,47.40
miigunner,pacman,578,521,1099,52.59,47.41
donkeykong,toonlink,1227,1106,2333,52.59,47.41
palutena,terry,4363,3933,8296,52.59,47.41
rob,robin,2141,1930,4071,52.59,47.41
diddykong,chrom,690,622,1312,52.59,47.41
pacman,bowserjr,1148,1035,2183,52.59,47.41
younglink,fox,1415,1276,2691,52.58,47.42
bowser,miibrawler,1661,1498,3159,52.58,47.42
zerosuitsamus,joker,3404,3070,6474,52.58,47.42
rob,drmario,1325,1195,2520,52.58,47.42
pacman,olimar,469,423,892,52.58,47.42
link,sephiroth,1679,1515,3194,52.57,47.43
miibrawler,kirby,758,684,1442,52.57,47.43
ganondorf,bowser,3269,2950,6219,52.56,47.44
ken,pikachu,738,666,1404,52.56,47.44
kingkrool,mewtwo,1015,916,1931,52.56,47.44
isabelle,pit,308,278,586,52.56,47.44
ridley,pichu,587,530,1117,52.55,47.45
minmin,bayonetta,1679,1516,3195,52.55,47.45
samus,littlemac,1916,1730,3646,52.55,47.45
zerosuitsamus,ridley,1134,1024,2158,52.55,47.45
iceclimbers,chrom,330,298,628,52.55,47.45
darkpit,piranhaplant,568,513,1081,52.54,47.46
rosalina,darkpit,310,280,590,52.54,47.46
rosalina,mario,703,635,1338,52.54,47.46
kingdedede,pacman,2012,1818,3830,52.53,47.47
miiswordfighter,lucas,540,488,1028,52.53,47.47
kingdedede,darksamus,821,742,1563,52.53,47.47
ness,ridley,1914,1730,3644,52.52,47.48
samus,captainfalcon,2882,2605,5487,52.52,47.48
banjokazooie,darksamus,647,585,1232,52.52,47.48
bowser,darkpit,1389,1256,2645,52.51,47.49
iceclimbers,luigi,888,803,1691,52.51,47.49
miiswordfighter,pyra,795,719,1514,52.51,47.49
toonlink,darkpit,429,388,817,52.51,47.49
wiifittrainer,steve,1853,1676,3529,52.51,47.49
zerosuitsamus,lucario,555,502,1057,52.51,47.49
zerosuitsamus,samus,1781,1611,3392,52.51,47.49
megaman,ness,1562,1413,2975,52.50,47.50
duckhunt,sonic,1059,958,2017,52.50,47.50
steve,ken,1459,1320,2779,52.50,47.50
rosalina,iceclimbers,168,152,320,52.50,47.50
pyra,lucina,2565,2321,4886,52.50,47.50
minmin,miibrawler,1084,981,2065,52.49,47.51
zelda,pokemontrainer,2506,2268,4774,52.49,47.51
richter,zelda,654,592,1246,52.49,47.51
palutena,peach,1754,1588,3342,52.48,47.52
link,roy,2325,2105,4430,52.48,47.52
yoshi,daisy,529,479,1008,52.48,47.52
wiifittrainer,ryu,434,393,827,52.48,47.52
hero,zerosuitsamus,1271,1151,2422,52.48,47.52
littlemac,pikachu,1845,1671,3516,52.47,47.53
ness,lucas,3108,2815,5923,52.47,47.53
darkpit,joker,1517,1374,2891,52.47,47.53
terry,incineroar,2901,2628,5529,52.47,47.53
ike,ness,3030,2745,5775,52.47,47.53
ridley,terry,1715,1554,3269,52.46,47.54
sonic,yoshi,3433,3112,6545,52.45,47.55
daisy,ganondorf,289,262,551,52.45,47.55
drmario,miigunner,289,262,551,52.45,47.55
mrgameandwatch,wiifittrainer,1446,1311,2757,52.45,47.55
iceclimbers,mrgameandwatch,707,641,1348,52.45,47.55
donkeykong,kingkrool,3491,3166,6657,52.44,47.56
pacman,kingkrool,2032,1843,3875,52.44,47.56
ryu,miiswordfighter,183,166,349,52.44,47.56
pyra,kirby,1992,1807,3799,52.43,47.57
pichu,younglink,722,655,1377,52.43,47.57
villager,diddykong,421,382,803,52.43,47.57
pikachu,corrin,1254,1138,2392,52.42,47.58
yoshi,mario,3493,3170,6663,52.42,47.58
pacman,cloud,3566,3238,6804,52.41,47.59
greninja,kirby,1131,1027,2158,52.41,47.59
isabelle,sonic,1240,1126,2366,52.41,47.59
sora,pit,457,415,872,52.41,47.59
ike,kingdedede,1962,1782,3744,52.40,47.60
diddykong,rosalina,447,406,853,52.40,47.60
olimar,diddykong,349,317,666,52.40,47.60
younglink,greninja,1309,1189,2498,52.40,47.60
villager,corrin,382,347,729,52.40,47.60
peach,wario,786,714,1500,52.40,47.60
drmario,terry,1354,1230,2584,52.40,47.60
villager,byleth,546,496,1042,52.40,47.60
pit,pikachu,557,506,1063,52.40,47.60
olimar,littlemac,339,308,647,52.40,47.60
link,wolf,3709,3370,7079,52.39,47.61
snake,kazuya,2495,2267,4762,52.39,47.61
bowser,pokemontrainer,5134,4665,9799,52.39,47.61
peach,shulk,471,428,899,52.39,47.61
darksamus,ganondorf,570,518,1088,52.39,47.61
toonlink,pokemontrainer,1505,1368,2873,52.38,47.62
chrom,pyra,1022,929,1951,52.38,47.62
piranhaplant,mrgameandwatch,1253,1139,2392,52.38,47.62
samus,sonic,2772,2520,5292,52.38,47.62
ryu,megaman,319,290,609,52.38,47.62
darksamus,greninja,662,602,1264,52.37,47.63
donkeykong,isabelle,1170,1064,2234,52.37,47.63
mrgameandwatch,drmario,861,783,1644,52.37,47.63
rosalina,captainfalcon,850,773,1623,52.37,47.63
greninja,hero,1369,1245,2614,52.37,47.63
yoshi,isabelle,1603,1458,3061,52.37,47.63
palutena,pit,874,795,1669,52.37,47.63
kingkrool,captainfalcon,3158,2873,6031,52.36,47.64
wario,wolf,2140,1947,4087,52.36,47.64
ryu,ike,466,424,890,52.36,47.64
inkling,lucas,1887,1717,3604,52.36,47.64
bowser,pikachu,3286,2990,6276,52.36,47.64
fox,piranhaplant,901,820,1721,52.35,47.65
minmin,drmario,746,679,1425,52.35,47.65
greninja,kingkrool,1606,1462,3068,52.35,47.65
bowser,sora,2556,2327,4883,52.34,47.66
ken,robin,783,713,1496,52.34,47.66
link,pyra,2789,2540,5329,52.34,47.66
mario,roy,2802,2552,5354,52.33,47.67
isabelle,sora,752,685,1437,52.33,47.67
cloud,lucario,1089,992,2081,52.33,47.67
diddykong,littlemac,1385,1262,2647,52.32,47.68
robin,isabelle,564,514,1078,52.32,47.68
ike,banjokazooie,1436,1309,2745,52.31,47.69
rosalina,bowser,928,846,1774,52.31,47.69
rob,wiifittrainer,2485,2266,4751,52.30,47.70
pichu,cloud,1522,1388,2910,52.30,47.70
captainfalcon,sora,1910,1742,3652,52.30,47.70
darksamus,isabelle,376,343,719,52.29,47.71
pikachu,sora,1482,1352,2834,52.29,47.71
miibrawler,sora,937,855,1792,52.29,47.71
isabelle,wolf,1625,1483,3108,52.28,47.72
richter,greninja,538,491,1029,52.28,47.72
roy,sheik,803,733,1536,52.28,47.72
hero,piranhaplant,1021,932,1953,52.28,47.72
olimar,hero,482,440,922,52.28,47.72
cloud,darkpit,1424,1300,2724,52.28,47.72
pit,piranhaplant,322,294,616,52.27,47.73
palutena,daisy,633,578,1211,52.27,47.73
isabelle,younglink,680,621,1301,52.27,47.73
piranhaplant,sephiroth,1049,958,2007,52.27,47.73
ridley,shulk,669,611,1280,52.27,47.73
ganondorf,fox,1271,1161,2432,52.26,47.74
byleth,pyra,3075,2809,5884,52.26,47.74
villager,wolf,1099,1004,2103,52.26,47.74
chrom,fox,974,890,1864,52.25,47.75
rob,luigi,4038,3690,7728,52.25,47.75
greninja,captainfalcon,2220,2029,4249,52.25,47.75
megaman,duckhunt,465,425,890,52.25,47.75
kingkrool,sephiroth,1884,1722,3606,52.25,47.75
link,inkling,2689,2458,5147,52.24,47.76
darksamus,darkpit,326,298,624,52.24,47.76
megaman,fox,850,777,1627,52.24,47.76
ken,piranhaplant,502,459,961,52.24,47.76
villager,sephiroth,502,459,961,52.24,47.76
wolf,roy,3628,3318,6946,52.23,47.77
samus,wario,1346,1231,2577,52.23,47.77
ness,sora,1946,1780,3726,52.23,47.77
donkeykong,olimar,622,569,1191,52.23,47.77
hero,toonlink,939,859,1798,52.22,47.78
ness,pyra,3992,3652,7644,52.22,47.78
darkpit,sora,681,623,1304,52.22,47.78
robin,littlemac,1023,936,1959,52.22,47.78
ganondorf,pit,495,453,948,52.22,47.78
piranhaplant,chrom,448,410,858,52.21,47.79
rosalina,drmario,224,205,429,52.21,47.79
mario,wolf,3867,3539,7406,52.21,47.79
sephiroth,kirby,1027,940,1967,52.21,47.79
miigunner,iceclimbers,201,184,385,52.21,47.79
isabelle,lucas,840,769,1609,52.21,47.79
miiswordfighter,sonic,712,652,1364,52.20,47.80
joker,roy,4634,4244,8878,52.20,47.80
ridley,piranhaplant,785,719,1504,52.19,47.81
diddykong,incineroar,1666,1526,3192,52.19,47.81
sephiroth,lucario,512,469,981,52.19,47.81
isabelle,iceclimbers,286,262,548,52.19,47.81
ken,yoshi,1335,1223,2558,52.19,47.81
rob,kazuya,3339,3059,6398,52.19,47.81
olimar,banjokazooie,346,317,663,52.19,47.81
kingkrool,sora,1623,1487,3110,52.19,47.81
villager,pit,203,186,389,52.19,47.81
olimar,fox,442,405,847,52.18,47.82
banjokazooie,megaman,813,745,1558,52.18,47.82
zelda,darkpit,790,724,1514,52.18,47.82
ridley,fox,1317,1207,2524,52.18,47.82
palutena,olimar,887,813,1700,52.18,47.82
yoshi,rosalina,911,835,1746,52.18,47.82
roy,random,456,418,874,52.17,47.83
hero,yoshi,2390,2191,4581,52.17,47.83
littlemac,marth,745,683,1428,52.17,47.83
minmin,steve,2950,2705,5655,52.17,47.83
yoshi,younglink,2196,2014,4210,52.16,47.84
pokemontrainer,link,2957,2712,5669,52.16,47.84
rosalina,zerosuitsamus,471,432,903,52.16,47.84
olimar,bowser,738,677,1415,52.16,47.84
sonic,simon,339,311,650,52.15,47.85
mrgameandwatch,pikachu,2521,2313,4834,52.15,47.85
pokemontrainer,ridley,1796,1648,3444,52.15,47.85
isabelle,wario,668,613,1281,52.15,47.85
drmario,cloud,1631,1497,3128,52.14,47.86
greninja,villager,548,503,1051,52.14,47.86
shulk,lucario,341,313,654,52.14,47.86
ryu,ganondorf,475,436,911,52.14,47.86
banjokazooie,samus,1791,1644,3435,52.14,47.86
snake,ness,4465,4099,8564,52.14,47.86
sonic,incineroar,1930,1772,3702,52.13,47.87
pyra,sheik,954,876,1830,52.13,47.87
samus,bowserjr,1312,1205,2517,52.13,47.87
rosalina,ness,969,890,1859,52.12,47.88
luigi,miiswordfighter,638,586,1224,52.12,47.88
yoshi,chrom,1350,1240,2590,52.12,47.88
mewtwo,roy,896,823,1719,52.12,47.88
link,rosalina,614,564,1178,52.12,47.88
duckhunt,pichu,307,282,589,52.12,47.88
mario,pichu,1032,948,1980,52.12,47.88
shulk,zelda,812,746,1558,52.12,47.88
wario,cloud,2277,2092,4369,52.12,47.88
iceclimbers,shulk,345,317,662,52.11,47.89
wiifittrainer,pokemontrainer,2074,1906,3980,52.11,47.89
daisy,rosalina,136,125,261,52.11,47.89
rosalina,miibrawler,260,239,499,52.10,47.90
palutena,hero,2777,2553,5330,52.10,47.90
duckhunt,terry,1153,1060,2213,52.10,47.90
wario,diddykong,1120,1030,2150,52.09,47.91
kingdedede,samus,2318,2132,4450,52.09,47.91
lucario,byleth,611,562,1173,52.09,47.91
isabelle,mrgameandwatch,1060,975,2035,52.09,47.91
luigi,daisy,499,459,958,52.09,47.91
richter,donkeykong,761,700,1461,52.09,47.91
steve,simon,362,333,695,52.09,47.91
diddykong,bowserjr,799,735,1534,52.09,47.91
wolf,fox,3149,2897,6046,52.08,47.92
kazuya,samus,2229,2051,4280,52.08,47.92
palutena,pokemontrainer,4810,4426,9236,52.08,47.92
wolf,falco,3463,3187,6650,52.08,47.92
link,olimar,452,416,868,52.07,47.93
ike,darksamus,628,578,1206,52.07,47.93
shulk,hero,917,844,1761,52.07,47.93
bowser,mario,4425,4073,8498,52.07,47.93
sephiroth,corrin,994,915,1909,52.07,47.93
isabelle,greninja,904,833,1737,52.04,47.96
donkeykong,metaknight,815,751,1566,52.04,47.96
palutena,zerosuitsamus,2792,2573,5365,52.04,47.96
iceclimbers,kingkrool,792,730,1522,52.04,47.96
bowser,isabelle,1740,1604,3344,52.03,47.97
ridley,wario,1076,992,2068,52.03,47.97
banjokazooie,sora,1025,945,1970,52.03,47.97
wiifittrainer,pikachu,1307,1205,2512,52.03,47.97
darksamus,bowserjr,488,450,938,52.03,47.97
luigi,sephiroth,2171,2002,4173,52.02,47.98
olimar,toonlink,257,237,494,52.02,47.98
rosalina,pikachu,489,451,940,52.02,47.98
metaknight,wolf,1120,1033,2153,52.02,47.98
miibrawler,kingdedede,1172,1081,2253,52.02,47.98
banjokazooie,incineroar,1404,1295,2699,52.02,47.98
ganondorf,younglink,1198,1105,2303,52.02,47.98
greninja,lucas,1250,1153,2403,52.02,47.98
bowserjr,sonic,1484,1369,2853,52.02,47.98
yoshi,bowserjr,1699,1568,3267,52.00,48.00
bayonetta,drmario,662,611,1273,52.00,48.00
drmario,ike,794,733,1527,52.00,48.00
snake,miigunner,1120,1034,2154,52.00,48.00
luigi,terry,3322,3067,6389,52.00,48.00
bowserjr,miigunner,378,349,727,51.99,48.01
wiifittrainer,miibrawler,691,638,1329,51.99,48.01
sonic,ridley,1320,1219,2539,51.99,48.01
falco,fox,2418,2233,4651,51.99,48.01
miiswordfighter,ness,1046,966,2012,51.99,48.01
mrgameandwatch,shulk,1087,1004,2091,51.98,48.02
miibrawler,link,1075,993,2068,51.98,48.02
ridley,ryu,459,424,883,51.98,48.02
iceclimbers,corrin,446,412,858,51.98,48.02
mario,zerosuitsamus,1982,1831,3813,51.98,48.02
sora,yoshi,2128,1966,4094,51.98,48.02
isabelle,inkling,1290,1192,2482,51.97,48.03
samus,chrom,777,718,1495,51.97,48.03
chrom,marth,422,390,812,51.97,48.03
miibrawler,incineroar,1083,1001,2084,51.97,48.03
sonic,ken,1044,965,2009,51.97,48.03
ken,inkling,1256,1161,2417,51.97,48.03
pichu,kingkrool,860,795,1655,51.96,48.04
kingdedede,kazuya,2104,1945,4049,51.96,48.04
donkeykong,shulk,1165,1077,2242,51.96,48.04
isabelle,darkpit,437,404,841,51.96,48.04
kazuya,wiifittrainer,1166,1078,2244,51.96,48.04
ganondorf,mario,1962,1814,3776,51.96,48.04
roy,byleth,2374,2195,4569,51.96,48.04
kazuya,simon,252,233,485,51.96,48.04
kingkrool,pikachu,2036,1883,3919,51.95,48.05
wiifittrainer,fox,1145,1059,2204,51.95,48.05
bowserjr,lucario,373,345,718,51.95,48.05
bowser,pit,920,851,1771,51.95,48.05
greninja,simon,240,222,462,51.95,48.05
hero,zelda,1605,1485,3090,51.94,48.06
sonic,toonlink,1311,1213,2524,51.94,48.06
greninja,iceclimbers,629,582,1211,51.94,48.06
kingkrool,piranhaplant,1459,1350,2809,51.94,48.06
bowserjr,pichu,484,448,932,51.93,48.07
byleth,sheik,632,585,1217,51.93,48.07
terry,ness,4588,4247,8835,51.93,48.07
mrgameandwatch,lucas,1697,1571,3268,51.93,48.07
hero,roy,1816,1682,3498,51.92,48.08
yoshi,miibrawler,1423,1318,2741,51.92,48.08
banjokazooie,toonlink,855,792,1647,51.91,48.09
jigglypuff,ganondorf,1646,1525,3171,51.91,48.09
banjokazooie,bowser,2694,2496,5190,51.91,48.09
link,pit,681,631,1312,51.91,48.09
falco,daisy,436,404,840,51.90,48.10
greninja,incineroar,1799,1667,3466,51.90,48.10
